folder,dbscan_eps,cluster_keep_ratio,sparse_percentile,residual_threshold,score,fit_ratio,coverage,hough_count,mesh_count
Data/TestData3,0.18,0.15,85,0.1,0.19699102302990268,1.2661676568770728,0.37,16941,27960
Data/TestData3,0.18,0.15,90,0.06,0.18515273067887475,1.2843804143401927,0.37,12278,28080
Data/TestData3,0.18,0.15,90,0.08,0.18515273067887475,1.2843804143401927,0.37,12278,28080
Data/TestData3,0.18,0.15,90,0.1,0.18515273067887475,1.2843804143401927,0.37,12278,28080
Data/TestData3,0.18,0.15,95,0.06,0.14805799822124785,1.1722184642750033,0.26,7050,26880
Data/TestData3,0.18,0.15,95,0.08,0.14805799822124785,1.1722184642750033,0.26,7050,26880
Data/TestData3,0.18,0.15,95,0.1,0.14805799822124785,1.1722184642750033,0.26,7050,26880
Data/TestData3,0.18,0.25,85,0.06,0.19699102302990268,1.2661676568770728,0.37,16941,27960
Data/TestData3,0.18,0.25,85,0.08,0.19699102302990268,1.2661676568770728,0.37,16941,27960
Data/TestData3,0.18,0.25,85,0.1,0.19699102302990268,1.2661676568770728,0.37,16941,27960
Data/TestData3,0.18,0.25,90,0.06,0.18515273067887475,1.2843804143401927,0.37,12278,28080
Data/TestData3,0.18,0.25,90,0.08,0.18515273067887475,1.2843804143401927,0.37,12278,28080
Data/TestData3,0.18,0.25,90,0.1,0.18515273067887475,1.2843804143401927,0.37,12278,28080
Data/TestData3,0.18,0.25,95,0.06,0.14805799822124785,1.1722184642750033,0.26,7050,26880
Data/TestData3,0.18,0.25,95,0.08,0.14805799822124785,1.1722184642750033,0.26,7050,26880
Data/TestData3,0.18,0.25,95,0.1,0.14805799822124785,1.1722184642750033,0.26,7050,26880
Data/TestData3,0.18,0.35,85,0.06,0.19699102302990268,1.2661676568770728,0.37,16941,27960
Data/TestData3,0.18,0.35,85,0.08,0.19699102302990268,1.2661676568770728,0.37,16941,27960
Data/TestData3,0.18,0.35,85,0.1,0.19699102302990268,1.2661676568770728,0.37,16941,27960
Data/TestData3,0.18,0.35,90,0.06,0.18515273067887475,1.2843804143401927,0.37,12278,28080
Data/TestData3,0.18,0.35,90,0.08,0.18515273067887475,1.2843804143401927,0.37,12278,28080
Data/TestData3,0.18,0.35,90,0.1,0.18515273067887475,1.2843804143401927,0.37,12278,28080
Data/TestData3,0.18,0.35,95,0.06,0.14805799822124785,1.1722184642750033,0.26,7050,26880
Data/TestData3,0.18,0.35,95,0.08,0.14805799822124785,1.1722184642750033,0.26,7050,26880
Data/TestData3,0.18,0.35,95,0.1,0.14805799822124785,1.1722184642750033,0.26,7050,26880
Data/TestData3,0.24,0.15,85,0.06,0.19699102302990268,1.2661676568770728,0.37,16941,27960
Data/TestData3,0.24,0.15,85,0.08,0.19699102302990268,1.2661676568770728,0.37,16941,27960
Data/TestData3,0.24,0.15,85,0.1,0.19699102302990268,1.2661676568770728,0.37,16941,27960
Data/TestData3,0.24,0.15,90,0.06,0.18515273067887475,1.2843804143401927,0.37,12278,28080
Data/TestData3,0.24,0.15,90,0.08,0.18515273067887475,1.2843804143401927,0.37,12278,28080
Data/TestData3,0.24,0.15,90,0.1,0.18515273067887475,1.2843804143401927,0.37,12278,28080
Data/TestData3,0.24,0.15,95,0.06,0.14805799822124785,1.1722184642750033,0.26,7050,26880
Data/TestData3,0.24,0.15,95,0.08,0.14805799822124785,1.1722184642750033,0.26,7050,26880
Data/TestData3,0.24,0.15,95,0.1,0.14805799822124785,1.1722184642750033,0.26,7050,26880
Data/TestData3,0.24,0.25,85,0.06,0.19699102302990268,1.2661676568770728,0.37,16941,27960
Data/TestData3,0.24,0.25,85,0.08,0.19699102302990268,1.2661676568770728,0.37,16941,27960
Data/TestData3,0.24,0.25,85,0.1,0.19699102302990268,1.2661676568770728,0.37,16941,27960
Data/TestData3,0.24,0.25,90,0.06,0.18515273067887475,1.2843804143401927,0.37,12278,28080
Data/TestData3,0.24,0.25,90,0.08,0.18515273067887475,1.2843804143401927,0.37,12278,28080
Data/TestData3,0.24,0.25,90,0.1,0.18515273067887475,1.2843804143401927,0.37,12278,28080
Data/TestData3,0.24,0.25,95,0.06,0.14805799822124785,1.1722184642750033,0.26,7050,26880
Data/TestData3,0.24,0.25,95,0.08,0.14805799822124785,1.1722184642750033,0.26,7050,26880
Data/TestData3,0.24,0.25,95,0.1,0.14805799822124785,1.1722184642750033,0.26,7050,26880
Data/TestData3,0.24,0.35,85,0.06,0.19699102302990268,1.2661676568770728,0.37,16941,27960
Data/TestData3,0.24,0.35,85,0.08,0.19699102302990268,1.2661676568770728,0.37,16941,27960
Data/TestData3,0.24,0.35,85,0.1,0.19699102302990268,1.2661676568770728,0.37,16941,27960
Data/TestData3,0.24,0.35,90,0.06,0.18515273067887475,1.2843804143401927,0.37,12278,28080
Data/TestData3,0.24,0.35,90,0.08,0.18515273067887475,1.2843804143401927,0.37,12278,28080
Data/TestData3,0.24,0.35,90,0.1,0.18515273067887475,1.2843804143401927,0.37,12278,28080
Data/TestData3,0.24,0.35,95,0.06,0.14805799822124785,1.1722184642750033,0.26,7050,26880
Data/TestData3,0.24,0.35,95,0.08,0.14805799822124785,1.1722184642750033,0.26,7050,26880
Data/TestData3,0.24,0.35,95,0.1,0.14805799822124785,1.1722184642750033,0.26,7050,26880
Data/TestData4,0.12,0.15,85,0.06,-0.34661263108224954,2.010173278588076,0.31,29082,40446
Data/TestData4,0.12,0.15,85,0.08,-0.34661263108224954,2.010173278588076,0.31,29082,40446
Data/TestData4,0.12,0.15,85,0.1,-0.34661263108224954,2.010173278588076,0.31,29082,40446
Data/TestData4,0.12,0.15,90,0.06,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.12,0.15,90,0.08,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.12,0.15,90,0.1,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.12,0.15,95,0.06,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData4,0.12,0.15,95,0.08,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData4,0.12,0.15,95,0.1,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData4,0.12,0.25,85,0.06,-0.34661263108224954,2.010173278588076,0.31,29082,40446
Data/TestData4,0.12,0.25,85,0.08,-0.34661263108224954,2.010173278588076,0.31,29082,40446
Data/TestData4,0.12,0.25,85,0.1,-0.34661263108224954,2.010173278588076,0.31,29082,40446
Data/TestData4,0.12,0.25,90,0.06,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.12,0.25,90,0.08,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.12,0.25,90,0.1,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.12,0.25,95,0.06,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData4,0.12,0.25,95,0.08,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData4,0.12,0.25,95,0.1,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData4,0.12,0.35,85,0.06,-0.34661263108224954,2.010173278588076,0.31,29082,40446
Data/TestData4,0.12,0.35,85,0.08,-0.34661263108224954,2.010173278588076,0.31,29082,40446
Data/TestData4,0.12,0.35,85,0.1,-0.34661263108224954,2.010173278588076,0.31,29082,40446
Data/TestData4,0.12,0.35,90,0.06,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.12,0.35,90,0.08,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.12,0.35,90,0.1,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.12,0.35,95,0.06,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData4,0.12,0.35,95,0.08,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData4,0.12,0.35,95,0.1,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData4,0.18,0.15,85,0.06,-0.34661263108224954,2.010173278588076,0.31,29082,40446
Data/TestData4,0.18,0.15,85,0.08,-0.34661263108224954,2.010173278588076,0.31,29082,40446
Data/TestData4,0.18,0.15,85,0.1,-0.34661263108224954,2.010173278588076,0.31,29082,40446
